timestamp,speaker,words,tags,highlight,timelink 
,Farbes, I can not remember it clearly enough to tell you if everybody was at every meeting. What I can tell you is there wasn't any question that every black students supported what was going on. There were a lot of things that happened that highlighted and appeared to focus upon the power of CBS. For example‚ after Dr. King was killed they declared a moratorium on classes and Marilyn and I and‚ I can't remember if Frank did it or not‚ I can't remember who the other officers were then‚ but we were constantly indemand to speak to people. I spoke at Herrick Chapel. I spoke on the lawn. I spoke to the town. I spoke to the town. r spoke to everybody about what the problems were. People were upset generally because they had heard our compUints and they‚ I think the white population‚ the majority of the town‚ didn't want to be perceived as people who were attacking blacks. So they wanted to know what they could do about the problem we all had and we spent an awful long time talking aboutthat‚ that year. And the news‚ not that much happened of this sort in Iowa and Grinnell then that wasn't perceived- I don't know if it is still perceived that way but· it was then perceived as the work of a radical hot bed in Iowa. And when we formed CBS we issued a press release and I can still remember the TV cameras from Chicago came out here. They lined me and Frank and some other people up in the Forum and they had they TV lights on and they were interviewing us in there. I can't remember what they asked me; whatever it was it got me an FBS file 'cause I found out later on that I have an FBI file as a student radical. I certainly didn't thinkg I was being a radical but the circumstances that year-I'm just sort of trying to paint an image for you‚ because an image is all that remains in my mind‚ of hostility and turmoil. Hostility certainly on the part of some black ~tudents‚ certainly of a whole lot of fear and a lot of difficulty in coping and communitcationg as between black students and a part of the white community of the college and certainly the people in the town. I can remember a couple of meetins where faculty members and CBS members and some white students had these meetings where we were supposed to resolve these problems with the town. We'd have meetings with the police chief and a lot of those things were real tense‚ hostile situations whe~ I think some of the people in town felt they were being unjustly accused of doing things and we felt people weren't willing to believe what we were saying just because it was us saying it. There was a lot of tension and a lot of difficulty in trying to address what was really the problem that grew out of a few individuals.   As I look back on it and the longer I have had to reflect on it‚ it certainly is my opinion that there were not more than a dozen white people in the town who were causing the whole thing. 
,Yeager, How many black students were affected by the whole thing‚ these actions? A good majority of students? 
,Farbes, I would think all of the black students on campus were affected. I know that all the black students on campus were involved in all the things that went on after King's death and the sort of turmoil that revolved around that and it went on for over a year-repercussions of it did. 
,Yeager, Do you remember how white students were reacting to the increase in the number of black students? Was it a negative response or a positive response? 
,Farbes, I don't think it was either one. You'd have to be in a position to have perspective to see an increased number over time before you could see it as a problem or not being a problem or whatever. I don't think it was a drastic increase by any means and of course most white students I think probably expected they would see some blacks at Grinnell. They had some‚more or less‚experience with them in the past. The white students that I was more familiar with were the ones I had gone to school with. And so if they knew me they obviously knew some black person. 
,Yeager, Did you feel that most white students had not had previous experiences with black students? 
,Farbes, A lot of them hadn't. It's funny‚ part of the benefit of coming to Grinnell if you desire to do it and you're willing to make the personal committment is you can deal iwth people as people. Some people are more or less capable of attempting to solve their ignorance about another race. There are some people who could talk to me about that and wouldn't offend me at all and there are other people that could offend me a whole lot‚ just by the way they did it even if their motivation is the same. Even if it was innocent and just curiousity. What we did a lot as young people was to try and deal with ourselves on the extent with which we were going to try and educate white students. And there were a lot of white students with very good intentions wanting to know more about what bothered black students and black people in general‚ and what the problems were as we perceived them and what they could do either to help or to be involved in what we were doing. There was a big discussion about whether white students should be allowed to be included in CBS and we had a vote on it and the vote was they could not be included. I made a motion that we ought to encourage them to form some sort of parallel group so they did. They formed the Concerned White Students or some name like that‚ and it didn't last very long. Their purpose was to sort of work parallel with us. As for the organization started‚ we started moving what is now the Black Cultural Events program here. The school committed some money for us to have speakers come in and have events that reflected our ethnic experience and would in fact serve as educational elements for white students who were at Grinnell. The CWS worked with us on it. I don 1t know‚ that's funny‚ I haven't thought about that for a long time. I don't know how long the organization lasted but I think it was reflective of the anxiety and‚ I think‚ hope on the part of a whole lost of people‚ both black and white that there was going to be a resolution rrf the problem. I don't think the resolution   of the problem was anywhere close to being in our hands but we though it might be so we spent a lot of time working on it. You have to recognize as well that that was a time of great big issues. The anti-war movement was heating to the bdiling point and I was in a curious position in that because I was still in ROTC. To my credit I can say that I did such a good job of avoiding any affiliation with ROTC even though I was legally committed to it for the whole time I was in. That last year I was in ROTC I was the Corp commander‚ so I got to schedule everything. I used to schedule things at a time when none of the other students would be around. Like for example‚ the weekly marching activities I would schedule at 12:00 noon and that was the only time when lunch was scheduled at 11:45 to 11:15 and so I'd make all the rest of the corp miss lunch. So we'd march and then I'd go back and change my uniform‚ get out of it and nobody would know I'd been in it. When I graduated lots of people didn't even know that I was in ROTC. I had to wear the uniform to some early morning event where I got some scholarship or something and people were surprised I was in it. But I didn't like the military primarily because I felt I didn't have any choice in being involved in it. It was a situation that came up. 
,Yeager, Were you very much against the war? 
,Farbes, I was not very much against war in the sense I had some philosophical opposition to it. I guess what I didn't like about the Vietnam War was I had a lot of friends from high school who were killed in the war. I had a hard time understanding why we were getting killed. Wasn't so much I was opposed to Lyndon Johnson because he dropped bombs or because I'm necessarily of the belief that you don't have to drop bombs to maintain your independence and integrity as a whole nation‚ but I couldn't understand why we were doing it over there. It just didn't make any sense to me. lots of people objected to that stuff by trying to burn down the ROTC building or throwing ROTC off of campus. I didn't necessarily think that was they way to approach it‚ but on the other hand‚ I didn't want to be involved in the war. It didn't bother me if somebody else made a choice to do that‚ but I didn't wanl.do that and I didn't understand why people that I knew who didn't want to go over there ended up getting killed. That was sort of my approach to that. 
,Yeager, What kind of social interaction took place between white students and black students? Frank Thomas married a white woman; he told me generally about social interaction between the races. Can you tell me about your own experiences‚ your own perceptions? 
,Farbes, First of all‚ I interacted with people on sort of a fr4endship basis. I had white friends who were both male and female but I didn't date; I did not do any inter~racial dating for a long time. I did when I was a senior. But not before and the primary reason I didn't came out of where I'm from. I'm from the deep South-that was taboo. And I never really broke free of that white I was here‚ I really didn't. I did go out with a particular white woman when I was a senior and I went out with her for maybe the last semester I was here but we never got close enough to each other and the primary reason was I could never get past that taboo. It always seemed to me there was too much danger involved in that‚ for me and for her. Danger of what the real world was like. And that's one of the instances where it was always apparent   to me fJhat Grinnell vrns very much an isolate enclavE=:. i0~aybe that was highlighted by the experiences I always had with the town. It seemed to me you invited attack if you went into the town with a white woman. and 1n fact that's what happened. I don't know if Frank told you this ~ut it actually happened to m2. \‚/he:1 I was a senfor on ny 21st t:irthday we we:it to the f“!ex. t\nd when I say 1‚1e‚ Tom Thomas vJho was the former president of the SSP‚‚ and 1!las a 'Hhite guy ard Frank and three \vhite women and r carr‚ not remember the ncmes‚ but one of them was the woMan I was Joing out with. 3arbara Roach. What happened was that Slibis~a and his aroup came in to the Rex whie we were in there. An~ ~irst they started sort of making racial slurs at the bar and then I got up to go to the john and they followed me into the john and sort of cornered me in the john and mumbled about ho~ t~ey were going to mop up the floor with me. I can remember consciously avoiding saying anything. I don't think I ever said anythinJ to them ~ven when I was in the john. I walked out of the john and sat back dm·m. I ca:1 rememt::er sayiriQ to Frank‚ “I thh1k v.:e'rt~ going to have to leave here. 11 And ~1y the tin~e I did that a couμ1e of them came into the hooth behind us an~ either acted as if they were going to ~rab me or something and I jump~~ up and grabbed a bottle and I guess I looke~ li~e I ~as going to hit one of them with the bottle. Frank stood up and 3rabbe~ a bottl~ too because I sav1 him out of the corner of P1J eye. Sl i his ka '‚vas a rea 1 hi g gt(~I‚ he v1as 5•5u and i~:eigh(~d about 250 poundso 
,Yeager, Is h:? sort of the KKK type? 
,Farbes, ~le was sort of. 
,Yeager, Is h~ still here? 
,Farbes, He couldn't he. T1m pretty sure he isn't. He \vas eventuany run ovt of town. He was kind of a general trouhlemaker‚ anrl eventually the local police decide1 that it was just better if they hounded hi~ until he left and I think that is what eventually happened. rut he had gotten into any number of fights before th·is time it happened with rne. There were fivz:1 of these guy3 and two of us and Tom Thomas '‚‚;ho is not a very big guy either‚ and Tom was looking for som:'.: -v:ay to get out of the bar. Hhat happened was the bartender threw us out. I rememher standing up and turning around to face these two guys and I did have a hott18 in my hand and Frank‚ I said I saw Frank grab a bottle‚ and the next thing I remember all these other people were grabbing me. At first I thought it was Slibiska‚ but when I turned around I could see it wasn't. It vtas the bartender‚ and he grabbed me and somebody e1 se in the bar grabbed me and they threw me out of the bar. The way it looked tom~ then was they were jumping on me; here these other guys were starting a fight and they throw me out of the bar. That was an example of how even as a senior the thing was continuing. And when I was a senior I was no longer president of CRS 1 it ~as a one year thing and the new president was elected the end of r~ junior year. The setting of the enclave of the college‚ surrounded by a hostile community‚ was always my perception while I v-rns here. While I had positive experiences with the people of the college campus‚ I was able to communicate with them and had substantial social interaction with them; not necessarily a whole lot o~ dating interaction although I had that too‚ it was always the college here and things on the outside being bad. It really did remain that way all the way up till the time I graduated. Yeeger: ~ere yot1 a member of ~artin Luther King's group or were yot! influenced by '~alcolm X or b_‚‚ some of these other groups?   
,Farbes, I was very much influenced by Malcolm X's book; obviously I didn't have any contact with him. 
,Yeager, The autobiography? 
,Farbes, The autobiography‚ and that was before he died. My mother met Malcolm X. I spent a lot of time talking with her between my sophomore and junior year because she was an Urban League official‚ she went somewhere and she loved seeing him speak and she was very much affected by seeing him and by‚ and she was very much drawn to his phi~osophy and seriously talked for a time about becoming a Bleak Muslim. So we had a lot of discussion within the family about that. Very frankly‚ I was not-I was close to Dr. King earlier in his career 'cause I was involved when I was in high school with the NAACP and the SCLC. I was a member of both of those. Dr. King started to expand his crusade‚ he started to talk about poor people in general rather than blacks‚ other minorities rather than blacks‚ he eventually started a campaign against the war and I didn't agree that he should have done that. I thought he should have continued to focus his attention on black people alone. And that was one of the reasons that it disturbed me that he was killed. I really saw him as someone who was not a threat. If they were going to shoot anybody‚ shoot Malcolm X or Stokely Carmichael or Brown or some of those people. That's whay bothered a lot of black people‚ that Martjn Luther King was seen as a moderate and a person who was trying to bring about peace and he was the one who died. So during that period I was very much influenced by those groups. I didn't become a Black Muslim because a lot of the stuff that Elijah Munhammed said was just absolute horse shit. And that was the reason my mother didn't do what she had planned to do because when you really looked into what those people were saying‚ Malcolm X was there and he was a charismatic person and he had a lot ot say but what he was selling was just baloney. 
,Yeager, It must have been incredibly captivating for someone like your mother who's a professional in nature to be caught up in this. 
,Farbes, Sure‚ and eventually he left the Muslims and then that was the reason he was killed. There was no active group like those Muslims on campus‚ there was no SCLC group on campus. Martin Luther King came here and gave a very stirring presentation. I was here then. Andrew Young came here and stayed in my room and spent three or four days with us and this was before he became nationally known. This was when he was one of Dr. King's lieutenants. We had a guy from Omaha‚ Neb. who was kind of a local black leader who came here a couple of times and really helped us a lot‚ after the formation of CBS. He talked to us about things he saw happening to blacks generally in his community and what he saw of national incidents‚ issues and what. And we had a lot of black personalities‚ Ron Karenga‚ Jessie Jackson was here‚ and so there was a lot of that going on. We had a lot of contact with that stuff and because of my own family's orientation and of the way events were affecting me I was involved intellectually with a lot of it and was involved the whole time. When I want back home between my junior and senior year I was kind of the ringleader of a group that formed‚ and it was an inter-racial group-that formed an opposition party to George Wallace's campaign in Oklahoma. He really swept the state that year but he had a number of personal appearances that we went to and boycotted. That affected me a lot. The woman that I eventually married I met through my involvement in that. So I was involved the   whole time‚ I was just not necessarily involved with anything that would be considered radical on this campus. This campus I just considered someplace that I went to school. I was just part of the school and yet had to be trying to cope myself with all these things that were affecting me. 
,Yeager, You were not isolated at Grinnell? You didn't feel that Grinnell was different than what was going on. Frank told me that when he was at Grinnell he felt that things weren't happening to black people at Grinnell as much as they were in the south. He was talking about a little bit earlier like 1967. 
,Farbes, It's certainly true that when you were here you were not‚ you were insulated from events that were going on around you but then we all knew that when we came here. In part‚ I think people who come to Grinnell‚ and this is not just blacks but students generally‚ are people who if they have a choice come here because they desire this kind of an educational approach and they do that because in many instances they are independently minded. Just because everybody else wants to go to the state schools‚ just because everybody else think you ought to go to an Ivy league school is not a reason to go if you have your own mind and you make your own decisions. My impression is that a lot of people who come here are like that. Very often they are capable of saying look I want to do it this way and so I'm going to do it different than everybody else. So the fact that we are insulated was not something that people should not have expected. There were‚ and this is my opinion‚ a number of blacks who came here towards the end of the time that l was here who perhaps did not know what Grinnell was like before they came here; therefore they were disappointed they weren't next to a town where they could go out and participate in what was going on. I can understand that‚ but that was probably the‚reason why they shouldn't have come to Grinnell. It wasn't a reason to turn Grinnell into a Chicago because you can't do that. You can be as involved as you want to be and I think I remained pretty much involved with the recognition that I was insulated. 
,Yeager, Several white students participated in civil rights activities‚ freedom rights‚ going during the summers down south‚ what was your opinion of so called white liberals taking part in civil rights activities? Did you think that it was great‚ did you look at it skeptically‚ how did you look at their activities? 
,Farbes, I guess I would have ta say I would be skeptical of the motives of a white person who got involved in those kinds of activities but that is not to say I did not meet many white people who did that who were sincere. It requires either a substantial committment or crazed attitude towards life‚ if you are someone who's not threatened by physical violence or an aura of racial violence but voluntarily put yourself in the position unnecessarily to be threatened. It either means you're very sincere or you have some ulterior motive for doing it‚ and I would be suspicious initially that someone had an ulterior motive for taking a freedom ride if they were white because they didn't have to do it. I met a lot of people because I was involved in some fo those groups who did that just because they believed that was wrong to suppress the freedom of other people‚ and I had a lot of respect for those people and I think they ... 
,Yeager, Did most blacks on campus feel this way?   
,Farbes, I wouldn't be able to tell you what most people thought. It would depend on part if they had contact with those people and there are a number of blacks who came to Grinnell who I don't think had very much contact when they were awarefrom Grinnell with the realities of at lest a repressive society. Because a lot of black people came here from an upper middle class black family background in Chicago. I think I couldn't tell you what everybody else thought. That wasn't something that we necessarily discussed. There was a general opinion among a group of blacks that whites should not be involved in the civil rights movement-that it ought to be an exclusive black effort. The black power movement became sort of the slange phrase for that‚ “Black Power“ meaning the exclusion of whites. There certainly was a period where that was pre-eminent even on this campus. 
,Yeager, Were you involved in international activities? They have had over the years international students' organizations. The reason I ask that‚ throughout the 1 60 1s a lot of African nations were starting to gain their independence and people are starting to look at negro culture as a pan-African idea. 
,Farbes, The Pan-African concept was not very much in evidence on the Grinnell campus‚ in part because American Blacks here were not as aware of Pan- Africanism as they should have been. I was probably one of them‚ certainly early on when I was at Gri.nnell because there were‚ John DeMartone. for example‚ who was a student from West Africa who was in my class who I never really got to know very well‚ and only got to know somewhat in my last year in school when I became more aware of what my Pan-African ties should have been. And he did not make a great effort to talk to me. He came here to learn and he never intended to stay in this country‚ he intended to go back to his own country and in part we were as much different‚ in a way we were as much different as I was from a white student. We had entirely different backgrounds. We simply had a basis for communication that when we explored it was deeper and broader than what I had as a basis for communication with a white student. And we did not carry that as far as we should have. I had a lot more contact with Pan-African ideas and people who advocated those ideas when I was in law school. I was in law school from '69 to '72 at Yale. I eventually made it to Yale. 
,Yeager, One more question‚ I wanted to ask you; you said several times that you were happy at Grinnell‚ when you look back over the years what was the best thing you liked about Grinnell and what was the thing you liked least about Grinnell? 
,Farbes, The thing I liked least about Grinnell I guess was the relatively small number of black women and in part that was my problem because as I said I had a real difficulty in crossing racial lines and dating in cross-racial lines‚ which I really should not have had. It was a function of my upbringing. And my belief that there was a real danger there‚ that I had to be careful of. Time has caused me to forget some of the things that I thought were real bad. An example of that would have been not having enough dances where I could go to dance and meet new people‚ not having enough events‚ at least initially‚ where things occured that I was really interested in‚ that were related to my background. I can vividly remember the first time we had a dance where I thought we had a worthwhile entertainer. It was Booker T. and the Mg's and we thought t~at was just terrific. '.le waited for two months for them to come and we went ~acPstage anrl got to meet all of them. Of cours2. out of the response of the college to what happened rjurin~ the ti~e I was .here‚ we had a lot more of that kind of thing go on durin3 the later years whe~ I was at Grinnell. And that was rart of the reason I enjoyed it more. I can't think of anything that I intensely dis1ikeG novl except for rny first sen1ester v:hich v;as as rnuch n1y fau1y as it 1‚cias t.he schoo 1 1 s. The thi n9 I 1 iked most ahol1t Gri nne 11 v:as‚ gh1en my experience ~ith other erlucational institutions‚ it was a place 11~ere there was a r8al opportunity to deal with people as individuals. As muc!1 as we talk now and ycu probably ~earrl me talk about the problems of communicating ~ith individuals‚ I saw far more opportunity here‚ if people made the effort‚ to get to krow someone and get to know t~e~ as an individual and learn from their experiences. The people here are smart people‚ learn froM their experiences and henefit fror them. That opportunity is much greater here than Isa~ at Yale. There is far less of the economic class divisiveness that I saw at Yale‚ even ~etween blacks. Yale is an Ivy League eastern sc~ool with all the trappings of what that portends for individuals. It is difficult to cross those class lines whether you're going black to black or white to black or black to whatever‚ and that's not true here. This is a school where they very high qu1lfty educational program actually gives access to a variety of information and access to a variety of people without those kinds of lines‚ and without those ~inds of constraints that an Ive League system places on you. I had real problens with a lot of people that I dealt wit~ at Yale‚ believing that they v1ere better than I 'das becaus'= they were frorn the east and I 'tJas from the west‚ because they went to a private school and I went to a public school. The socio-economic class structual problems are far more evident I think for people on the east coast. 
,Yeager, That was pretty much all that I want to ask you 1 other than that was there a black or white autMor that had a great influence on you during the times you were at Grinnell? 
,Farbes, I'd have to say I don't remember a single person‚ I don't remember a single author. If you 1 re talking a~out individuals who were here at Grinnell who had a great influence on me. Dean ~all ha~ a freat influence on me‚ as did Al Jones and I v1as influenced by a lot of individual students‚ whose names I won't go into. not necessarily because they ~ere models for me btit hecause I learned a lot from them whether they knew it or not
